State,Year,Cause of death,Deaths,Population,Total Deaths
PA,2021,"J12.9 (Viral pneumonia, unspecified)",12,"12,964,056",
PA,2021,J15.1 (Pneumonia due to Pseudomonas),20,"12,964,056",
PA,2021,J15.2 (Pneumonia due to staphylococcus),24,"12,964,056",
PA,2021,"J15.9 (Bacterial pneumonia, unspecified)",59,"12,964,056",
PA,2021,"J18.0 (Bronchopneumonia, unspecified)",21,"12,964,056",
PA,2021,"J18.1 (Lobar pneumonia, unspecified)",28,"12,964,056",
PA,2021,"J18.9 (Pneumonia, unspecified)","1,581","12,964,056",
PA,2021,J39.8 (Other specified diseases of upper respiratory tract),12,"12,964,056",
PA,2021,J43.1 (Panlobular emphysema),12,"12,964,056",
PA,2021,J43.2 (Centrilobular emphysema),15,"12,964,056",
PA,2021,"J43.9 (Emphysema, unspecified)",290,"12,964,056",
PA,2021,J44.0 (Chronic obstructive pulmonary disease with acute lower respiratory infection),511,"12,964,056",
PA,2021,"J44.1 (Chronic obstructive pulmonary disease with acute exacerbation, unspecified)",233,"12,964,056",
PA,2021,J44.8 (Other specified chronic obstructive pulmonary disease),44,"12,964,056",
PA,2021,"J44.9 (Chronic obstructive pulmonary disease, unspecified)","4,258","12,964,056",
PA,2021,"J45.9 (Asthma, unspecified)",129,"12,964,056",
PA,2021,J47 (Bronchiectasis),44,"12,964,056",
PA,2021,J60 (Coalworker pneumoconiosis),12,"12,964,056",
PA,2021,J61 (Pneumoconiosis due to asbestos and other mineral fibres),13,"12,964,056",
PA,2021,J69.0 (Pneumonitis due to food and vomit),"1,153","12,964,056",
PA,2021,J80 (Adult respiratory distress syndrome),55,"12,964,056",
PA,2021,J81 (Pulmonary oedema),32,"12,964,056",
PA,2021,J84.1 (Other interstitial pulmonary diseases with fibrosis),606,"12,964,056",
PA,2021,"J84.9 (Interstitial pulmonary disease, unspecified)",352,"12,964,056",
PA,2021,J85.0 (Gangrene and necrosis of lung),10,"12,964,056",
PA,2021,J86.9 (Pyothorax without fistula),20,"12,964,056",
PA,2021,"J90 (Pleural effusion, not elsewhere classified)",82,"12,964,056",
PA,2021,"J93.9 (Pneumothorax, unspecified)",18,"12,964,056",
PA,2021,J94.8 (Other specified pleural conditions),10,"12,964,056",
PA,2021,J96.0 (Acute respiratory failure),224,"12,964,056",
PA,2021,J96.1 (Chronic respiratory failure),214,"12,964,056",
PA,2021,"J96.9 (Respiratory failure, unspecified)",263,"12,964,056",
PA,2021,J98.4 (Other disorders of lung),139,"12,964,056",
PA,2021,J98.8 (Other specified respiratory disorders),23,"12,964,056",
PA,2021,"J98.9 (Respiratory disorder, unspecified)",22,"12,964,056",
PA,2021,,,"12,964,056","10,768"
RI,2021,"J18.9 (Pneumonia, unspecified)",92,"1,095,610",
RI,2021,"J43.9 (Emphysema, unspecified)",19,"1,095,610",
RI,2021,J44.0 (Chronic obstructive pulmonary disease with acute lower respiratory infection),40,"1,095,610",
RI,2021,"J44.1 (Chronic obstructive pulmonary disease with acute exacerbation, unspecified)",17,"1,095,610",
RI,2021,"J44.9 (Chronic obstructive pulmonary disease, unspecified)",301,"1,095,610",
RI,2021,J69.0 (Pneumonitis due to food and vomit),89,"1,095,610",
RI,2021,J84.1 (Other interstitial pulmonary diseases with fibrosis),40,"1,095,610",
RI,2021,"J84.9 (Interstitial pulmonary disease, unspecified)",24,"1,095,610",
RI,2021,,,"1,095,610",708
SC,2021,J12.8 (Other viral pneumonia),15,"5,190,705",
SC,2021,J15.2 (Pneumonia due to staphylococcus),15,"5,190,705",
SC,2021,"J15.9 (Bacterial pneumonia, unspecified)",28,"5,190,705",
SC,2021,"J18.9 (Pneumonia, unspecified)",494,"5,190,705",
SC,2021,"J43.9 (Emphysema, unspecified)",113,"5,190,705",
SC,2021,J44.0 (Chronic obstructive pulmonary disease with acute lower respiratory infection),261,"5,190,705",
SC,2021,"J44.1 (Chronic obstructive pulmonary disease with acute exacerbation, unspecified)",130,"5,190,705",
SC,2021,J44.8 (Other specified chronic obstructive pulmonary disease),59,"5,190,705",
SC,2021,"J44.9 (Chronic obstructive pulmonary disease, unspecified)","2,203","5,190,705",
SC,2021,"J45.9 (Asthma, unspecified)",61,"5,190,705",
SC,2021,J47 (Bronchiectasis),18,"5,190,705",
SC,2021,J69.0 (Pneumonitis due to food and vomit),373,"5,190,705",
SC,2021,J80 (Adult respiratory distress syndrome),32,"5,190,705",
SC,2021,J81 (Pulmonary oedema),11,"5,190,705",
SC,2021,J84.1 (Other interstitial pulmonary diseases with fibrosis),272,"5,190,705",
SC,2021,"J84.9 (Interstitial pulmonary disease, unspecified)",136,"5,190,705",
SC,2021,J86.9 (Pyothorax without fistula),15,"5,190,705",
SC,2021,"J90 (Pleural effusion, not elsewhere classified)",29,"5,190,705",
SC,2021,"J93.9 (Pneumothorax, unspecified)",14,"5,190,705",
SC,2021,J96.0 (Acute respiratory failure),83,"5,190,705",
SC,2021,J96.1 (Chronic respiratory failure),148,"5,190,705",
SC,2021,"J96.9 (Respiratory failure, unspecified)",82,"5,190,705",
SC,2021,J98.4 (Other disorders of lung),32,"5,190,705",
SC,2021,,,"5,190,705","4,792"
SD,2021,"J18.9 (Pneumonia, unspecified)",99,"895,376",
SD,2021,"J43.9 (Emphysema, unspecified)",36,"895,376",
SD,2021,J44.0 (Chronic obstructive pulmonary disease with acute lower respiratory infection),72,"895,376",
SD,2021,"J44.1 (Chronic obstructive pulmonary disease with acute exacerbation, unspecified)",25,"895,376",
SD,2021,"J44.9 (Chronic obstructive pulmonary disease, unspecified)",308,"895,376",
SD,2021,J69.0 (Pneumonitis due to food and vomit),53,"895,376",
SD,2021,J84.1 (Other interstitial pulmonary diseases with fibrosis),45,"895,376",
SD,2021,"J84.9 (Interstitial pulmonary disease, unspecified)",14,"895,376",
SD,2021,,,"895,376",750
TN,2021,"J10.0 (Influenza with pneumonia, influenza virus identified)",14,"6,975,218",
TN,2021,"J10.1 (Influenza with other respiratory manifestations, influenza virus identified)",10,"6,975,218",
TN,2021,"J11.1 (Influenza with other respiratory manifestations, virus not identified)",12,"6,975,218",
TN,2021,J12.8 (Other viral pneumonia),19,"6,975,218",
TN,2021,J15.0 (Pneumonia due to Klebsiella pneumoniae),10,"6,975,218",
TN,2021,J15.1 (Pneumonia due to Pseudomonas),14,"6,975,218",
TN,2021,J15.2 (Pneumonia due to staphylococcus),29,"6,975,218",
TN,2021,"J15.9 (Bacterial pneumonia, unspecified)",70,"6,975,218",
TN,2021,"J18.0 (Bronchopneumonia, unspecified)",13,"6,975,218",
TN,2021,"J18.1 (Lobar pneumonia, unspecified)",18,"6,975,218",
TN,2021,"J18.9 (Pneumonia, unspecified)",987,"6,975,218",
TN,2021,"J43.9 (Emphysema, unspecified)",182,"6,975,218",
TN,2021,J44.0 (Chronic obstructive pulmonary disease with acute lower respiratory infection),503,"6,975,218",
TN,2021,"J44.1 (Chronic obstructive pulmonary disease with acute exacerbation, unspecified)",328,"6,975,218",
TN,2021,J44.8 (Other specified chronic obstructive pulmonary disease),25,"6,975,218",
TN,2021,"J44.9 (Chronic obstructive pulmonary disease, unspecified)","3,292","6,975,218",
TN,2021,"J45.9 (Asthma, unspecified)",72,"6,975,218",
TN,2021,J47 (Bronchiectasis),18,"6,975,218",
TN,2021,J61 (Pneumoconiosis due to asbestos and other mineral fibres),13,"6,975,218",
TN,2021,J69.0 (Pneumonitis due to food and vomit),491,"6,975,218",
TN,2021,J80 (Adult respiratory distress syndrome),29,"6,975,218",
TN,2021,J81 (Pulmonary oedema),14,"6,975,218",
TN,2021,"J82 (Pulmonary eosinophilia, not elsewhere classified)",11,"6,975,218",
TN,2021,J84.1 (Other interstitial pulmonary diseases with fibrosis),345,"6,975,218",
TN,2021,"J84.9 (Interstitial pulmonary disease, unspecified)",140,"6,975,218",
TN,2021,"J90 (Pleural effusion, not elsewhere classified)",34,"6,975,218",
TN,2021,"J93.9 (Pneumothorax, unspecified)",15,"6,975,218",
TN,2021,J96.0 (Acute respiratory failure),96,"6,975,218",
TN,2021,J96.1 (Chronic respiratory failure),127,"6,975,218",
TN,2021,"J96.9 (Respiratory failure, unspecified)",92,"6,975,218",
TN,2021,J98.2 (Interstitial emphysema),10,"6,975,218",
TN,2021,J98.4 (Other disorders of lung),50,"6,975,218",
TN,2021,J98.8 (Other specified respiratory disorders),16,"6,975,218",
TN,2021,,,"6,975,218","7,266"
TX,2021,"J10.0 (Influenza with pneumonia, influenza virus identified)",30,"29,527,941",
TX,2021,"J10.1 (Influenza with other respiratory manifestations, influenza virus identified)",19,"29,527,941",
TX,2021,"J11.0 (Influenza with pneumonia, virus not identified)",18,"29,527,941",
TX,2021,"J11.1 (Influenza with other respiratory manifestations, virus not identified)",10,"29,527,941",
TX,2021,J12.8 (Other viral pneumonia),67,"29,527,941",
TX,2021,"J12.9 (Viral pneumonia, unspecified)",36,"29,527,941",
TX,2021,J13 (Pneumonia due to Streptococcus pneumoniae),13,"29,527,941",
TX,2021,J15.0 (Pneumonia due to Klebsiella pneumoniae),25,"29,527,941",
TX,2021,J15.1 (Pneumonia due to Pseudomonas),46,"29,527,941",
TX,2021,J15.2 (Pneumonia due to staphylococcus),49,"29,527,941",
TX,2021,J15.4 (Pneumonia due to other streptococci),15,"29,527,941",
TX,2021,"J15.9 (Bacterial pneumonia, unspecified)",333,"29,527,941",
TX,2021,"J18.0 (Bronchopneumonia, unspecified)",67,"29,527,941",
TX,2021,"J18.1 (Lobar pneumonia, unspecified)",68,"29,527,941",
TX,2021,"J18.9 (Pneumonia, unspecified)","2,098","29,527,941",
TX,2021,J39.8 (Other specified diseases of upper respiratory tract),15,"29,527,941",
TX,2021,"J40 (Bronchitis, not specified as acute or chronic)",13,"29,527,941",
TX,2021,J43.1 (Panlobular emphysema),22,"29,527,941",
TX,2021,J43.2 (Centrilobular emphysema),15,"29,527,941",
TX,2021,"J43.9 (Emphysema, unspecified)",422,"29,527,941",
TX,2021,J44.0 (Chronic obstructive pulmonary disease with acute lower respiratory infection),"1,176","29,527,941",
TX,2021,"J44.1 (Chronic obstructive pulmonary disease with acute exacerbation, unspecified)",436,"29,527,941",
TX,2021,J44.8 (Other specified chronic obstructive pulmonary disease),77,"29,527,941",
TX,2021,"J44.9 (Chronic obstructive pulmonary disease, unspecified)","7,500","29,527,941",
TX,2021,J45.0 (Predominantly allergic asthma),17,"29,527,941",
TX,2021,"J45.9 (Asthma, unspecified)",259,"29,527,941",
TX,2021,J46 (Status asthmaticus),18,"29,527,941",
TX,2021,J47 (Bronchiectasis),60,"29,527,941",
TX,2021,J61 (Pneumoconiosis due to asbestos and other mineral fibres),15,"29,527,941",
TX,2021,J69.0 (Pneumonitis due to food and vomit),"1,680","29,527,941",
TX,2021,J80 (Adult respiratory distress syndrome),98,"29,527,941",
TX,2021,J81 (Pulmonary oedema),51,"29,527,941",
TX,2021,"J82 (Pulmonary eosinophilia, not elsewhere classified)",21,"29,527,941",
TX,2021,J84.0 (Alveolar and parietoalveolar conditions),16,"29,527,941",
TX,2021,J84.1 (Other interstitial pulmonary diseases with fibrosis),"1,055","29,527,941",
TX,2021,"J84.9 (Interstitial pulmonary disease, unspecified)",387,"29,527,941",
TX,2021,J85.0 (Gangrene and necrosis of lung),20,"29,527,941",
TX,2021,J86.9 (Pyothorax without fistula),32,"29,527,941",
TX,2021,"J90 (Pleural effusion, not elsewhere classified)",83,"29,527,941",
TX,2021,"J93.9 (Pneumothorax, unspecified)",48,"29,527,941",
TX,2021,J96.0 (Acute respiratory failure),255,"29,527,941",
TX,2021,J96.1 (Chronic respiratory failure),417,"29,527,941",
TX,2021,"J96.9 (Respiratory failure, unspecified)",249,"29,527,941",
TX,2021,J98.1 (Pulmonary collapse),11,"29,527,941",
TX,2021,J98.2 (Interstitial emphysema),16,"29,527,941",
TX,2021,J98.4 (Other disorders of lung),175,"29,527,941",
TX,2021,"J98.5 (Diseases of mediastinum, not elsewhere classified)",11,"29,527,941",
TX,2021,J98.8 (Other specified respiratory disorders),36,"29,527,941",
TX,2021,"J98.9 (Respiratory disorder, unspecified)",66,"29,527,941",
TX,2021,,,"29,527,941",17836
UT,2021,"J18.9 (Pneumonia, unspecified)",183,"3,337,975",
UT,2021,"J43.9 (Emphysema, unspecified)",53,"3,337,975",
UT,2021,J44.0 (Chronic obstructive pulmonary disease with acute lower respiratory infection),79,"3,337,975",
UT,2021,"J44.1 (Chronic obstructive pulmonary disease with acute exacerbation, unspecified)",26,"3,337,975",
UT,2021,"J44.9 (Chronic obstructive pulmonary disease, unspecified)",648,"3,337,975",
UT,2021,"J45.9 (Asthma, unspecified)",24,"3,337,975",
UT,2021,J69.0 (Pneumonitis due to food and vomit),113,"3,337,975",
UT,2021,J84.1 (Other interstitial pulmonary diseases with fibrosis),108,"3,337,975",
UT,2021,"J84.9 (Interstitial pulmonary disease, unspecified)",84,"3,337,975",
UT,2021,J96.1 (Chronic respiratory failure),43,"3,337,975",
UT,2021,"J96.9 (Respiratory failure, unspecified)",14,"3,337,975",
UT,2021,Total,"1,491","3,337,975",
UT,2021,,,"3,337,975","1,491"
VT,2021,"J18.9 (Pneumonia, unspecified)",33,"645,570",
VT,2021,"J43.9 (Emphysema, unspecified)",32,"645,570",
VT,2021,J44.0 (Chronic obstructive pulmonary disease with acute lower respiratory infection),49,"645,570",
VT,2021,"J44.1 (Chronic obstructive pulmonary disease with acute exacerbation, unspecified)",12,"645,570",
VT,2021,"J44.9 (Chronic obstructive pulmonary disease, unspecified)",188,"645,570",
VT,2021,J69.0 (Pneumonitis due to food and vomit),31,"645,570",
VT,2021,J84.1 (Other interstitial pulmonary diseases with fibrosis),31,"645,570",
VT,2021,"J84.9 (Interstitial pulmonary disease, unspecified)",20,"645,570",
VT,2021,,,"645,570",449
VA,2021,J12.8 (Other viral pneumonia),11,"8,642,274",
VA,2021,J15.2 (Pneumonia due to staphylococcus),15,"8,642,274",
VA,2021,"J15.9 (Bacterial pneumonia, unspecified)",29,"8,642,274",
VA,2021,"J18.0 (Bronchopneumonia, unspecified)",10,"8,642,274",
VA,2021,"J18.1 (Lobar pneumonia, unspecified)",18,"8,642,274",
VA,2021,"J18.9 (Pneumonia, unspecified)",834,"8,642,274",
VA,2021,"J43.9 (Emphysema, unspecified)",147,"8,642,274",
VA,2021,J44.0 (Chronic obstructive pulmonary disease with acute lower respiratory infection),255,"8,642,274",
VA,2021,"J44.1 (Chronic obstructive pulmonary disease with acute exacerbation, unspecified)",132,"8,642,274",
VA,2021,J44.8 (Other specified chronic obstructive pulmonary disease),21,"8,642,274",
VA,2021,"J44.9 (Chronic obstructive pulmonary disease, unspecified)","2,516","8,642,274",
VA,2021,"J45.9 (Asthma, unspecified)",71,"8,642,274",
VA,2021,J47 (Bronchiectasis),25,"8,642,274",
VA,2021,J60 (Coalworker pneumoconiosis),31,"8,642,274",
VA,2021,J61 (Pneumoconiosis due to asbestos and other mineral fibres),13,"8,642,274",
VA,2021,J69.0 (Pneumonitis due to food and vomit),500,"8,642,274",
VA,2021,J80 (Adult respiratory distress syndrome),46,"8,642,274",
VA,2021,J81 (Pulmonary oedema),22,"8,642,274",
VA,2021,J84.1 (Other interstitial pulmonary diseases with fibrosis),338,"8,642,274",
VA,2021,"J84.9 (Interstitial pulmonary disease, unspecified)",222,"8,642,274",
VA,2021,J86.9 (Pyothorax without fistula),13,"8,642,274",
VA,2021,"J90 (Pleural effusion, not elsewhere classified)",41,"8,642,274",
VA,2021,"J93.9 (Pneumothorax, unspecified)",12,"8,642,274",
VA,2021,J96.0 (Acute respiratory failure),166,"8,642,274",
VA,2021,J96.1 (Chronic respiratory failure),156,"8,642,274",
VA,2021,"J96.9 (Respiratory failure, unspecified)",188,"8,642,274",
VA,2021,J98.4 (Other disorders of lung),58,"8,642,274",
VA,2021,"J98.9 (Respiratory disorder, unspecified)",10,"8,642,274",
VA,2021,,,"8,642,274","6,044"
WA,2021,"J12.9 (Viral pneumonia, unspecified)",16,"7,738,692",
WA,2021,J15.2 (Pneumonia due to staphylococcus),15,"7,738,692",
WA,2021,"J15.9 (Bacterial pneumonia, unspecified)",44,"7,738,692",
WA,2021,"J18.0 (Bronchopneumonia, unspecified)",11,"7,738,692",
WA,2021,"J18.1 (Lobar pneumonia, unspecified)",15,"7,738,692",
WA,2021,"J18.9 (Pneumonia, unspecified)",363,"7,738,692",
WA,2021,J43.2 (Centrilobular emphysema),20,"7,738,692",
WA,2021,"J43.9 (Emphysema, unspecified)",201,"7,738,692",
WA,2021,J44.0 (Chronic obstructive pulmonary disease with acute lower respiratory infection),263,"7,738,692",
WA,2021,"J44.1 (Chronic obstructive pulmonary disease with acute exacerbation, unspecified)",207,"7,738,692",
WA,2021,J44.8 (Other specified chronic obstructive pulmonary disease),37,"7,738,692",
WA,2021,"J44.9 (Chronic obstructive pulmonary disease, unspecified)","1,786","7,738,692",
WA,2021,"J45.9 (Asthma, unspecified)",71,"7,738,692",
WA,2021,J46 (Status asthmaticus),10,"7,738,692",
WA,2021,J47 (Bronchiectasis),31,"7,738,692",
WA,2021,J67.9 (Hypersensitivity pneumonitis due to unspecified organic dust),12,"7,738,692",
WA,2021,J69.0 (Pneumonitis due to food and vomit),555,"7,738,692",
WA,2021,J80 (Adult respiratory distress syndrome),11,"7,738,692",
WA,2021,J84.1 (Other interstitial pulmonary diseases with fibrosis),266,"7,738,692",
WA,2021,"J84.9 (Interstitial pulmonary disease, unspecified)",238,"7,738,692",
WA,2021,J86.9 (Pyothorax without fistula),11,"7,738,692",
WA,2021,"J90 (Pleural effusion, not elsewhere classified)",19,"7,738,692",
WA,2021,J96.0 (Acute respiratory failure),27,"7,738,692",
WA,2021,J96.1 (Chronic respiratory failure),57,"7,738,692",
WA,2021,"J96.9 (Respiratory failure, unspecified)",19,"7,738,692",
WA,2021,J98.4 (Other disorders of lung),39,"7,738,692",
WA,2021,J98.8 (Other specified respiratory disorders),12,"7,738,692",
WA,2021,,,"7,738,692","4,526"
WV,2021,"J18.9 (Pneumonia, unspecified)",367,"1,782,959",
WV,2021,"J43.9 (Emphysema, unspecified)",52,"1,782,959",
WV,2021,J44.0 (Chronic obstructive pulmonary disease with acute lower respiratory infection),203,"1,782,959",
WV,2021,"J44.1 (Chronic obstructive pulmonary disease with acute exacerbation, unspecified)",71,"1,782,959",
WV,2021,"J44.9 (Chronic obstructive pulmonary disease, unspecified)","1,209","1,782,959",
WV,2021,"J45.9 (Asthma, unspecified)",15,"1,782,959",
WV,2021,J60 (Coalworker pneumoconiosis),32,"1,782,959",
WV,2021,J69.0 (Pneumonitis due to food and vomit),135,"1,782,959",
WV,2021,J80 (Adult respiratory distress syndrome),11,"1,782,959",
WV,2021,J81 (Pulmonary oedema),10,"1,782,959",
WV,2021,J84.1 (Other interstitial pulmonary diseases with fibrosis),101,"1,782,959",
WV,2021,"J84.9 (Interstitial pulmonary disease, unspecified)",42,"1,782,959",
WV,2021,"J90 (Pleural effusion, not elsewhere classified)",12,"1,782,959",
WV,2021,J96.0 (Acute respiratory failure),20,"1,782,959",
WV,2021,J96.1 (Chronic respiratory failure),54,"1,782,959",
WV,2021,J98.4 (Other disorders of lung),24,"1,782,959",
WV,2021,,,"1,782,959","2,473"
WI,2021,"J15.9 (Bacterial pneumonia, unspecified)",15,"5,895,908",
WI,2021,"J18.1 (Lobar pneumonia, unspecified)",19,"5,895,908",
WI,2021,"J18.9 (Pneumonia, unspecified)",469,"5,895,908",
WI,2021,J43.2 (Centrilobular emphysema),11,"5,895,908",
WI,2021,"J43.9 (Emphysema, unspecified)",149,"5,895,908",
WI,2021,J44.0 (Chronic obstructive pulmonary disease with acute lower respiratory infection),220,"5,895,908",
WI,2021,"J44.1 (Chronic obstructive pulmonary disease with acute exacerbation, unspecified)",113,"5,895,908",
WI,2021,J44.8 (Other specified chronic obstructive pulmonary disease),24,"5,895,908",
WI,2021,"J44.9 (Chronic obstructive pulmonary disease, unspecified)","1,828","5,895,908",
WI,2021,"J45.9 (Asthma, unspecified)",64,"5,895,908",
WI,2021,J47 (Bronchiectasis),17,"5,895,908",
WI,2021,J69.0 (Pneumonitis due to food and vomit),460,"5,895,908",
WI,2021,J80 (Adult respiratory distress syndrome),22,"5,895,908",
WI,2021,J84.1 (Other interstitial pulmonary diseases with fibrosis),206,"5,895,908",
WI,2021,"J84.9 (Interstitial pulmonary disease, unspecified)",202,"5,895,908",
WI,2021,J86.9 (Pyothorax without fistula),11,"5,895,908",
WI,2021,"J90 (Pleural effusion, not elsewhere classified)",17,"5,895,908",
WI,2021,J96.0 (Acute respiratory failure),11,"5,895,908",
WI,2021,J96.1 (Chronic respiratory failure),68,"5,895,908",
WI,2021,J98.4 (Other disorders of lung),34,"5,895,908",
WI,2021,J98.8 (Other specified respiratory disorders),11,"5,895,908",
WI,2021,,,"5,895,908","4,122"
WY,2021,"J18.9 (Pneumonia, unspecified)",61,"578,803",
WY,2021,"J43.9 (Emphysema, unspecified)",16,"578,803",
WY,2021,J44.0 (Chronic obstructive pulmonary disease with acute lower respiratory infection),35,"578,803",
WY,2021,"J44.1 (Chronic obstructive pulmonary disease with acute exacerbation, unspecified)",14,"578,803",
WY,2021,"J44.9 (Chronic obstructive pulmonary disease, unspecified)",270,"578,803",
WY,2021,"J45.9 (Asthma, unspecified)",10,"578,803",
WY,2021,J69.0 (Pneumonitis due to food and vomit),33,"578,803",
WY,2021,J84.1 (Other interstitial pulmonary diseases with fibrosis),23,"578,803",
WY,2021,"J84.9 (Interstitial pulmonary disease, unspecified)",19,"578,803",
WY,2021,J96.1 (Chronic respiratory failure),13,"578,803",
WY,2021,,,"578,803",568
